epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,6257.58,0.36502,1.07854,0.25998,0.89818,0.9969,0.99186,0.99466,0.97179,0.73799,0.73654,0.68178,0.65847,0.27771,0.91189,0.19264,0.84524,0.000494885,0.000494885,0.000494885
125,6309.53,0.36564,1.06292,0.25008,0.89318,0.99693,0.99011,0.99471,0.97271,0.74602,0.74195,0.69727,0.676,0.27082,0.92259,0.18981,0.84435,0.000492136,0.000492136,0.000492136
126,6360.94,0.36503,1.0647,0.25027,0.89754,0.99415,0.98994,0.99475,0.97392,0.73818,0.73681,0.69045,0.66416,0.27508,0.99793,0.19171,0.84369,0.000489387,0.000489387,0.000489387
127,6410.1,0.36657,1.07167,0.25676,0.88982,0.9962,0.99447,0.99485,0.96999,0.73267,0.73153,0.68088,0.65364,0.27713,0.95245,0.18879,0.84483,0.000486639,0.000486639,0.000486639
128,6460.63,0.35922,1.04001,0.25592,0.89122,0.99541,0.99507,0.99486,0.97389,0.74405,0.74506,0.68854,0.66229,0.26917,0.90998,0.18226,0.84108,0.00048389,0.00048389,0.00048389
129,6510.65,0.36234,1.10069,0.26318,0.89726,0.99212,0.99429,0.99469,0.96606,0.74508,0.74795,0.69905,0.67058,0.29559,0.89679,0.19547,0.85229,0.000481141,0.000481141,0.000481141
130,6562.38,0.3688,1.07633,0.25387,0.89533,0.99551,0.99298,0.99474,0.96691,0.74443,0.74628,0.68556,0.6659,0.29657,0.91986,0.19155,0.85637,0.000478392,0.000478392,0.000478392
131,6613.77,0.36105,1.07743,0.25111,0.89099,0.99367,0.99357,0.99478,0.96972,0.73828,0.73686,0.68768,0.65949,0.28735,0.91605,0.1933,0.85021,0.000475643,0.000475643,0.000475643
132,6666.22,0.36059,1.02633,0.24943,0.89158,0.99819,0.99635,0.99497,0.97314,0.74557,0.74424,0.69577,0.67362,0.27231,0.92282,0.1884,0.84462,0.000472894,0.000472894,0.000472894
133,6717.24,0.35672,1.02374,0.2534,0.88861,0.99792,0.99729,0.99499,0.97389,0.75429,0.75385,0.70032,0.67889,0.27134,0.88399,0.18711,0.84421,0.000470145,0.000470145,0.000470145
134,6768.4,0.3536,1.05752,0.25521,0.88669,0.99622,0.99397,0.99492,0.97197,0.74548,0.74253,0.7011,0.67605,0.27009,0.90499,0.18804,0.84284,0.000467396,0.000467396,0.000467396
135,6817.88,0.36389,1.04692,0.2574,0.89854,0.99337,0.98972,0.99483,0.97096,0.75013,0.7486,0.70167,0.67986,0.27132,0.88281,0.19318,0.84323,0.000464647,0.000464647,0.000464647
136,6866.63,0.36086,1.04747,0.25296,0.89037,0.99696,0.993,0.99494,0.97336,0.74579,0.74291,0.68945,0.66945,0.26621,0.91105,0.18652,0.84156,0.000461898,0.000461898,0.000461898
137,6916.13,0.35721,1.05703,0.24971,0.8954,0.99842,0.99663,0.99495,0.97247,0.74824,0.74692,0.69493,0.67047,0.27677,0.92169,0.18562,0.84421,0.00045915,0.00045915,0.00045915
138,6967.21,0.35691,1.04565,0.24594,0.88478,0.99566,0.99726,0.99498,0.97363,0.75041,0.75103,0.70316,0.67885,0.27412,0.90926,0.18706,0.84329,0.000456401,0.000456401,0.000456401
139,7019.55,0.36312,1.02925,0.2548,0.89466,0.99127,0.9941,0.99461,0.97259,0.74808,0.75034,0.69752,0.67462,0.27303,0.89418,0.19142,0.84283,0.000453652,0.000453652,0.000453652
140,7070.68,0.35602,1.03271,0.24476,0.88669,0.99684,0.99299,0.99475,0.97475,0.74479,0.74289,0.70366,0.67819,0.26747,0.88398,0.18351,0.84021,0.000450903,0.000450903,0.000450903
141,7121.08,0.36133,1.05976,0.25273,0.89965,0.99712,0.99541,0.99482,0.97429,0.7444,0.74376,0.70672,0.68251,0.26589,0.92512,0.18287,0.83803,0.000448154,0.000448154,0.000448154
142,7170.21,0.35846,1.04112,0.2505,0.88987,0.99717,0.99556,0.99484,0.97469,0.74362,0.74232,0.69609,0.67185,0.25186,0.92837,0.18341,0.83434,0.000445405,0.000445405,0.000445405
143,7220.32,0.36072,1.04303,0.24984,0.89273,0.99572,0.99081,0.99479,0.97507,0.7369,0.73391,0.69101,0.67013,0.25403,0.93554,0.18314,0.83511,0.000442656,0.000442656,0.000442656
144,7269.97,0.36343,1.05385,0.25101,0.89689,0.99556,0.99372,0.99488,0.97614,0.74955,0.74808,0.69457,0.66934,0.25134,0.91612,0.17744,0.8346,0.000439907,0.000439907,0.000439907
145,7323.43,0.35193,1.03548,0.24673,0.89323,0.99581,0.99581,0.9949,0.97592,0.74765,0.74756,0.69463,0.67031,0.25293,0.90553,0.17641,0.83481,0.000437158,0.000437158,0.000437158
146,7375.87,0.35157,1.02489,0.24184,0.88168,0.99523,0.99053,0.99481,0.97449,0.7495,0.74523,0.69673,0.67155,0.26312,0.91581,0.1848,0.84115,0.000434409,0.000434409,0.000434409
147,7427.4,0.35573,1.03339,0.24508,0.88789,0.99664,0.99539,0.99474,0.9745,0.74809,0.74715,0.69843,0.67059,0.2645,0.89462,0.18245,0.83851,0.000431661,0.000431661,0.000431661
148,7477.92,0.35454,1.04064,0.24848,0.88833,0.9965,0.99361,0.99467,0.97419,0.752,0.74987,0.70612,0.68224,0.25568,0.93104,0.18283,0.83629,0.000428912,0.000428912,0.000428912
149,7527.2,0.35574,1.04154,0.25147,0.8873,0.99735,0.98509,0.99268,0.96903,0.74012,0.73259,0.69461,0.6732,0.27292,1.0402,0.1883,0.84648,0.000426163,0.000426163,0.000426163
150,7578.31,0.35426,1.03054,0.24833,0.88844,0.99403,0.99,0.99466,0.9757,0.74127,0.74133,0.70216,0.67649,0.25656,1.00736,0.18513,0.8366,0.000423414,0.000423414,0.000423414
151,7627.6,0.36064,1.05816,0.24982,0.89477,0.99785,0.99528,0.99492,0.97546,0.73219,0.73127,0.68136,0.65539,0.26382,0.95279,0.18159,0.83716,0.000420665,0.000420665,0.000420665
152,7678.73,0.34999,1.03058,0.24295,0.89152,0.99867,0.99205,0.99486,0.97329,0.75646,0.75077,0.69686,0.66971,0.2619,0.93566,0.18283,0.83914,0.000417916,0.000417916,0.000417916
153,7728.59,0.35435,1.04549,0.24017,0.89056,0.99599,0.99489,0.99488,0.97533,0.74853,0.74989,0.70008,0.67822,0.26972,0.96928,0.18189,0.84034,0.000415167,0.000415167,0.000415167
154,7779.88,0.34952,1.00939,0.24194,0.88799,0.99614,0.99178,0.99486,0.97273,0.73653,0.73303,0.68741,0.661,0.27066,0.95404,0.18416,0.84226,0.000412418,0.000412418,0.000412418
155,7830.91,0.36594,1.04114,0.2506,0.89659,0.99592,0.9925,0.99473,0.97538,0.74993,0.7469,0.70018,0.67517,0.26169,0.91705,0.18275,0.83809,0.000409669,0.000409669,0.000409669
156,7881.88,0.35731,1.03361,0.24538,0.89022,0.99704,0.99247,0.99449,0.97376,0.74008,0.73293,0.68638,0.66444,0.26597,0.90816,0.18549,0.84018,0.00040692,0.00040692,0.00040692
157,7931.61,0.35425,1.0184,0.24342,0.88701,0.99299,0.98913,0.99407,0.97675,0.75074,0.75002,0.70289,0.6797,0.25951,0.90675,0.18902,0.83749,0.000404172,0.000404172,0.000404172
158,7981.75,0.35883,1.02705,0.24833,0.88883,0.99169,0.99297,0.99477,0.9767,0.73827,0.73858,0.69235,0.6692,0.25274,0.92837,0.18365,0.83511,0.000401423,0.000401423,0.000401423
159,8032.4,0.35635,1.05511,0.24899,0.88636,0.99585,0.99161,0.99489,0.97606,0.74748,0.74512,0.69782,0.67309,0.2573,0.88312,0.17964,0.83387,0.000398674,0.000398674,0.000398674
160,8084.04,0.3495,1.00614,0.23777,0.88655,0.99727,0.99446,0.99488,0.97443,0.7426,0.74084,0.69674,0.67347,0.26603,0.95603,0.18303,0.83637,0.000395925,0.000395925,0.000395925
161,8137.32,0.35807,1.04635,0.24452,0.88839,0.99403,0.99648,0.99493,0.97568,0.76022,0.75962,0.70674,0.67905,0.25506,0.90679,0.17707,0.83352,0.000393176,0.000393176,0.000393176
162,8188.63,0.35034,1.04926,0.2421,0.89169,0.99474,0.99578,0.99496,0.97628,0.74817,0.74996,0.69632,0.66979,0.25504,0.91575,0.17638,0.833,0.000390427,0.000390427,0.000390427
163,8238.33,0.34528,1.03144,0.23668,0.88508,0.99778,0.99431,0.99499,0.97726,0.74834,0.74612,0.70063,0.67923,0.25299,0.91544,0.17594,0.83027,0.000387678,0.000387678,0.000387678
164,8288.1,0.35596,1.03608,0.24339,0.88581,0.99577,0.99573,0.99495,0.97799,0.75314,0.75054,0.69543,0.66859,0.25523,0.88801,0.17742,0.83176,0.000384929,0.000384929,0.000384929
165,8338.76,0.35413,1.03178,0.24005,0.88786,0.9947,0.99615,0.99497,0.97645,0.75409,0.7548,0.69731,0.67349,0.25302,0.86772,0.17065,0.83096,0.00038218,0.00038218,0.00038218
166,8389.59,0.35072,1.02391,0.23924,0.88399,0.99775,0.9939,0.99496,0.97875,0.75572,0.75302,0.70203,0.67883,0.24723,0.86439,0.16746,0.82894,0.000379431,0.000379431,0.000379431
167,8442.07,0.34552,0.981,0.23396,0.88561,0.99737,0.99211,0.99446,0.98009,0.7525,0.74844,0.69933,0.67806,0.24427,0.85169,0.17438,0.82784,0.000376683,0.000376683,0.000376683
168,8493.45,0.34593,1.02034,0.23833,0.88211,0.99587,0.99025,0.99384,0.97731,0.74927,0.74809,0.70164,0.67934,0.25101,0.8978,0.1777,0.83362,0.000373934,0.000373934,0.000373934
169,8543.55,0.35113,1.04838,0.23718,0.88355,0.99568,0.99273,0.99466,0.97682,0.74203,0.74001,0.68979,0.66471,0.25142,0.89752,0.17652,0.83341,0.000371185,0.000371185,0.000371185
170,8593.68,0.34066,0.99254,0.23419,0.88508,0.99523,0.99252,0.99487,0.97744,0.75339,0.75098,0.70835,0.68367,0.25056,0.89396,0.17863,0.8316,0.000368436,0.000368436,0.000368436
171,8644.03,0.34615,1.00553,0.23564,0.88497,0.99823,0.9947,0.99493,0.97608,0.74647,0.74439,0.69413,0.67127,0.26069,0.89668,0.17263,0.83746,0.000365687,0.000365687,0.000365687
172,8694.84,0.35442,1.04852,0.24583,0.88896,0.99476,0.9921,0.99486,0.97536,0.7485,0.74965,0.69579,0.67304,0.25669,0.86264,0.17801,0.83655,0.000362938,0.000362938,0.000362938
173,8745.38,0.34719,1.00197,0.23906,0.88654,0.9957,0.99426,0.99483,0.97774,0.74676,0.74615,0.69945,0.67872,0.24937,0.86677,0.17739,0.83233,0.000360189,0.000360189,0.000360189
174,8797.19,0.34586,1.00796,0.23513,0.88294,0.99565,0.99285,0.99486,0.97832,0.75851,0.75633,0.71412,0.69036,0.24736,0.85078,0.17663,0.8312,0.00035744,0.00035744,0.00035744
175,8848.17,0.35258,1.048,0.23738,0.88779,0.99557,0.99267,0.99479,0.97799,0.75337,0.75256,0.70466,0.67975,0.24535,0.85317,0.17473,0.82946,0.000354691,0.000354691,0.000354691
176,8900.57,0.34843,1.01368,0.23766,0.88152,0.99662,0.99374,0.9948,0.97933,0.75767,0.75503,0.71772,0.6951,0.24071,0.86792,0.17005,0.82736,0.000351942,0.000351942,0.000351942
177,8949.98,0.34674,1.00756,0.23587,0.88184,0.9982,0.99183,0.99486,0.97992,0.75542,0.75062,0.70631,0.67982,0.24764,0.8793,0.16887,0.82821,0.000349194,0.000349194,0.000349194
178,9000.06,0.34023,0.9982,0.23208,0.87964,0.99715,0.99294,0.99488,0.9793,0.75577,0.75253,0.70499,0.68178,0.24663,0.85303,0.16981,0.82796,0.000346445,0.000346445,0.000346445
179,9049.35,0.34369,0.99819,0.24013,0.87944,0.99809,0.99451,0.99492,0.97927,0.75706,0.75453,0.70974,0.69065,0.25387,0.83966,0.16949,0.83331,0.000343696,0.000343696,0.000343696
180,9099.57,0.33952,0.99815,0.23287,0.88352,0.99623,0.99391,0.99489,0.97879,0.75236,0.75062,0.70591,0.68367,0.25306,0.86866,0.172,0.83374,0.000340947,0.000340947,0.000340947
181,9150.15,0.34097,1.01944,0.23722,0.88223,0.99757,0.99357,0.99493,0.9782,0.74216,0.73878,0.68605,0.66706,0.24645,0.85937,0.17056,0.83057,0.000338198,0.000338198,0.000338198
182,9200.87,0.33896,1.00722,0.23597,0.87938,0.99754,0.99493,0.99495,0.97703,0.75637,0.75414,0.70838,0.68476,0.2602,0.89905,0.17182,0.83277,0.000335449,0.000335449,0.000335449
183,9253.09,0.34058,0.99289,0.23345,0.88267,0.99821,0.99541,0.99479,0.97743,0.7509,0.74908,0.71157,0.68876,0.25415,0.89283,0.17107,0.83025,0.0003327,0.0003327,0.0003327
184,9303.34,0.34358,1.00463,0.23985,0.88435,0.99454,0.99431,0.99482,0.97581,0.73599,0.73633,0.70458,0.67847,0.26682,0.98747,0.17622,0.83587,0.000329951,0.000329951,0.000329951
185,9353.23,0.34865,1.00398,0.24041,0.88448,0.99516,0.99468,0.99461,0.97867,0.74107,0.74065,0.69129,0.66928,0.24321,0.91429,0.17339,0.82714,0.000327202,0.000327202,0.000327202
186,9407.14,0.34433,0.98793,0.23483,0.88466,0.9954,0.99388,0.99476,0.97915,0.75481,0.7536,0.69994,0.67625,0.24602,0.88285,0.17582,0.82995,0.000324453,0.000324453,0.000324453
187,9463.85,0.34043,1.01719,0.24009,0.88075,0.99435,0.99198,0.99477,0.97871,0.74562,0.74543,0.70138,0.67882,0.24616,0.90048,0.17364,0.82948,0.000321705,0.000321705,0.000321705
188,9521.35,0.33863,1.00492,0.23393,0.88152,0.99494,0.99156,0.99444,0.97753,0.74601,0.7423,0.69978,0.68208,0.24771,0.92784,0.17383,0.82964,0.000318956,0.000318956,0.000318956
189,9578.61,0.33544,0.99184,0.23232,0.87289,0.9967,0.99173,0.99487,0.97829,0.74238,0.73906,0.69214,0.67307,0.245,0.88409,0.17059,0.82845,0.000316207,0.000316207,0.000316207
190,9635.23,0.33788,1.01042,0.22803,0.88298,0.99307,0.99278,0.99458,0.97781,0.74378,0.7424,0.6967,0.67549,0.24781,0.8809,0.17457,0.82917,0.000313458,0.000313458,0.000313458
191,9690.92,0.34147,1.0249,0.23103,0.88432,0.99368,0.99518,0.99463,0.97922,0.74308,0.74454,0.69503,0.67611,0.23895,0.87154,0.17175,0.82736,0.000310709,0.000310709,0.000310709
192,9746.92,0.33919,1.00138,0.2293,0.88422,0.99566,0.99583,0.99486,0.9781,0.74234,0.74033,0.69749,0.67605,0.25114,0.88248,0.17485,0.83039,0.00030796,0.00030796,0.00030796
193,9803.53,0.34216,1.00105,0.22944,0.8839,0.99413,0.9952,0.99454,0.97655,0.74039,0.74107,0.69164,0.67036,0.25356,0.86489,0.17481,0.83093,0.000305211,0.000305211,0.000305211
194,9861.19,0.3376,0.99642,0.23216,0.87842,0.99577,0.99502,0.99486,0.97891,0.74859,0.74639,0.70402,0.68698,0.24634,0.84995,0.17217,0.82897,0.000302462,0.000302462,0.000302462
195,9917.49,0.32982,1.00311,0.22415,0.87272,0.99585,0.99513,0.99492,0.98154,0.75035,0.74998,0.70161,0.68312,0.23752,0.84958,0.16656,0.82483,0.000299713,0.000299713,0.000299713
196,9977.18,0.33112,0.9631,0.22548,0.8754,0.99702,0.99342,0.99487,0.98065,0.75768,0.75471,0.70617,0.68797,0.23762,0.85859,0.1669,0.82552,0.000296964,0.000296964,0.000296964
197,10044.9,0.32987,0.9919,0.2248,0.87473,0.99835,0.99345,0.99487,0.97858,0.75986,0.756,0.70924,0.69012,0.24542,0.87115,0.16981,0.82862,0.000294216,0.000294216,0.000294216
198,10110,0.32724,0.99067,0.22175,0.87614,0.99568,0.9959,0.9947,0.97756,0.74419,0.74382,0.70312,0.68243,0.24344,0.92967,0.16741,0.82859,0.000291467,0.000291467,0.000291467
199,10174.4,0.33491,1.00103,0.22778,0.87855,0.99836,0.9964,0.99484,0.98016,0.74605,0.74522,0.70093,0.6818,0.23776,0.92708,0.16341,0.82738,0.000288718,0.000288718,0.000288718
200,10237.7,0.32777,0.98502,0.22727,0.87733,0.99622,0.99674,0.99483,0.98001,0.74486,0.74603,0.69791,0.67822,0.23461,0.90771,0.16477,0.82337,0.000285969,0.000285969,0.000285969
201,10294,0.33316,0.98111,0.22719,0.87822,0.99058,0.99258,0.99464,0.98058,0.74496,0.74256,0.69297,0.67264,0.23603,0.91001,0.1687,0.82689,0.00028322,0.00028322,0.00028322
202,10382.7,0.3311,0.95338,0.22559,0.87408,0.99134,0.99003,0.99428,0.97786,0.74707,0.74246,0.69376,0.67498,0.24102,0.98338,0.1789,0.82753,0.000280471,0.000280471,0.000280471
203,10444,0.32991,0.99268,0.22149,0.87495,0.99632,0.99604,0.99492,0.98097,0.74314,0.74293,0.68421,0.66689,0.23565,0.85587,0.16775,0.82418,0.000277722,0.000277722,0.000277722
204,10507.7,0.32981,0.97821,0.22738,0.88047,0.99797,0.99411,0.9949,0.98296,0.74948,0.74703,0.69804,0.68021,0.2369,0.86223,0.16803,0.82544,0.000274973,0.000274973,0.000274973
205,10571.2,0.33491,0.97906,0.22921,0.87944,0.99787,0.99501,0.99493,0.98058,0.75093,0.74894,0.69991,0.6812,0.24179,0.85942,0.16644,0.82691,0.000272224,0.000272224,0.000272224
206,10634.4,0.32834,0.98573,0.22258,0.87477,0.99728,0.99542,0.99496,0.98022,0.75523,0.75225,0.70004,0.67878,0.23684,0.83635,0.1653,0.82606,0.000269475,0.000269475,0.000269475
207,10697.9,0.33324,1.02401,0.22568,0.88379,0.99596,0.99386,0.99486,0.97945,0.75577,0.75204,0.70208,0.68139,0.24033,0.87523,0.17018,0.82748,0.000266727,0.000266727,0.000266727
208,10761.4,0.32572,0.97373,0.22361,0.87678,0.99456,0.9963,0.99472,0.97821,0.74601,0.74693,0.69982,0.68032,0.23932,0.86532,0.16908,0.82815,0.000263978,0.000263978,0.000263978
209,10828.5,0.33442,0.99496,0.22508,0.87619,0.99759,0.99547,0.99485,0.97947,0.75779,0.75696,0.7153,0.69147,0.24073,0.87133,0.16712,0.82767,0.000261229,0.000261229,0.000261229
210,10891.4,0.33391,0.99594,0.2264,0.87527,0.99881,0.99551,0.99491,0.98249,0.75375,0.75138,0.7034,0.67958,0.23357,0.82838,0.16358,0.82497,0.00025848,0.00025848,0.00025848
211,10954.8,0.32963,0.96339,0.22187,0.87329,0.99872,0.9962,0.99493,0.98096,0.74369,0.74244,0.69531,0.67479,0.2406,0.85542,0.16374,0.82697,0.000255731,0.000255731,0.000255731
212,11019.3,0.32524,0.94931,0.22443,0.87405,0.99762,0.99624,0.99495,0.97975,0.74744,0.74652,0.7052,0.68272,0.24877,0.89468,0.16715,0.82909,0.000252982,0.000252982,0.000252982
213,11084.9,0.33542,1.00923,0.23278,0.87806,0.9938,0.99609,0.99487,0.9803,0.75207,0.75376,0.70551,0.68436,0.23459,0.86378,0.16647,0.82364,0.000250233,0.000250233,0.000250233
214,11149,0.32992,0.98286,0.22397,0.87693,0.99752,0.99507,0.9949,0.98172,0.75694,0.75502,0.71182,0.68964,0.23296,0.84736,0.16243,0.82199,0.000247484,0.000247484,0.000247484
215,11210,0.32141,0.9608,0.221,0.87265,0.99488,0.99388,0.99484,0.98023,0.75323,0.75327,0.7081,0.68764,0.23896,0.85947,0.16822,0.82541,0.000244735,0.000244735,0.000244735
216,11273.3,0.33252,0.98874,0.22397,0.88176,0.9971,0.99347,0.99485,0.97754,0.75303,0.75256,0.70267,0.67975,0.24343,0.85873,0.17189,0.82701,0.000241986,0.000241986,0.000241986
217,11338.7,0.33722,0.99597,0.2274,0.87947,0.99877,0.99475,0.99496,0.98101,0.75745,0.75469,0.70772,0.68904,0.23424,0.85472,0.16613,0.82352,0.000239238,0.000239238,0.000239238
218,11403.4,0.33289,0.98884,0.22411,0.88283,0.99663,0.99758,0.99499,0.98314,0.75485,0.75237,0.70967,0.69183,0.23104,0.83059,0.16362,0.82269,0.000236489,0.000236489,0.000236489
219,11468.1,0.32477,0.96096,0.21969,0.86893,0.99829,0.99477,0.99499,0.98221,0.75673,0.7551,0.70726,0.69019,0.22956,0.82797,0.16305,0.82265,0.00023374,0.00023374,0.00023374
220,11531,0.32223,1.00152,0.2235,0.87361,0.99584,0.99487,0.99496,0.98109,0.74704,0.7455,0.69416,0.67269,0.23656,0.86131,0.16874,0.82416,0.000230991,0.000230991,0.000230991
221,11592.8,0.32286,0.9919,0.2192,0.87306,0.99682,0.99494,0.99492,0.98043,0.75252,0.7516,0.69651,0.67527,0.23227,0.86586,0.16262,0.82287,0.000228242,0.000228242,0.000228242
222,11659,0.32693,0.97961,0.22057,0.87517,0.9955,0.99525,0.9947,0.98186,0.74077,0.74001,0.69371,0.67186,0.23156,0.87597,0.16558,0.82325,0.000225493,0.000225493,0.000225493
223,11716.9,0.32603,0.98734,0.22048,0.87705,0.99843,0.99259,0.99486,0.98225,0.75299,0.75079,0.70752,0.68348,0.23047,0.85788,0.16221,0.82107,0.000222744,0.000222744,0.000222744
224,11767.4,0.33383,0.99132,0.22603,0.88669,0.99824,0.99503,0.99495,0.98073,0.75227,0.75288,0.70314,0.67856,0.23517,0.83883,0.16026,0.82249,0.000219995,0.000219995,0.000219995
225,11826.5,0.32992,0.97275,0.21966,0.87201,0.99469,0.99456,0.99492,0.98155,0.75,0.75058,0.70125,0.6808,0.22921,0.83374,0.16281,0.82053,0.000217246,0.000217246,0.000217246
226,11887.6,0.32164,0.96317,0.21612,0.87147,0.99307,0.99404,0.99483,0.98023,0.75426,0.75301,0.70877,0.68663,0.22923,0.87849,0.16172,0.82032,0.000214497,0.000214497,0.000214497
227,11940.1,0.32851,0.96615,0.21904,0.87532,0.99412,0.99663,0.9949,0.9799,0.74671,0.74341,0.701,0.68003,0.23775,0.86682,0.16244,0.82254,0.000211749,0.000211749,0.000211749
228,12047.3,0.33258,0.99165,0.22379,0.88025,0.99616,0.99676,0.99489,0.98003,0.76164,0.759,0.71322,0.68856,0.23636,0.83213,0.16087,0.82358,0.000209,0.000209,0.000209
229,12092.2,0.32447,0.96975,0.22096,0.87297,0.99752,0.99103,0.99488,0.98159,0.75284,0.75204,0.70714,0.68644,0.22866,0.91159,0.16416,0.82118,0.000206251,0.000206251,0.000206251
230,12136.3,0.32485,0.96195,0.21833,0.87367,0.99289,0.99499,0.99493,0.9827,0.75102,0.7517,0.70654,0.68529,0.23456,0.87626,0.16857,0.82546,0.000203502,0.000203502,0.000203502
231,12182.4,0.32657,0.97929,0.22791,0.88562,0.99375,0.99644,0.99499,0.98324,0.75523,0.753,0.70998,0.68691,0.22883,0.82946,0.16146,0.8228,0.000200753,0.000200753,0.000200753
232,12232.3,0.32056,0.961,0.21783,0.87146,0.99379,0.99838,0.99499,0.983,0.75408,0.75506,0.70551,0.68487,0.22829,0.83211,0.15921,0.81955,0.000198004,0.000198004,0.000198004
233,12283.2,0.32685,0.98866,0.22012,0.87151,0.99406,0.99348,0.99481,0.98152,0.76215,0.76088,0.70918,0.68799,0.23673,0.85004,0.16477,0.82285,0.000195255,0.000195255,0.000195255
234,12334.1,0.32499,0.98235,0.21937,0.87515,0.99543,0.99153,0.9947,0.98185,0.75358,0.75069,0.70198,0.67738,0.22771,0.8464,0.16178,0.8188,0.000192506,0.000192506,0.000192506
235,12384.1,0.32292,0.95424,0.21912,0.87492,0.99419,0.9914,0.99469,0.9819,0.75131,0.74592,0.70051,0.67658,0.23145,0.84514,0.16312,0.82156,0.000189757,0.000189757,0.000189757
236,12436.1,0.3227,0.95381,0.21682,0.87521,0.99939,0.99135,0.99478,0.98166,0.7653,0.75895,0.71334,0.68577,0.23231,0.85483,0.16021,0.82155,0.000187008,0.000187008,0.000187008
237,12487,0.31737,0.95042,0.21108,0.86851,0.99755,0.99255,0.99486,0.98125,0.75352,0.74779,0.70037,0.67895,0.23328,0.84645,0.15946,0.82239,0.00018426,0.00018426,0.00018426
238,12538.2,0.32332,0.96045,0.21698,0.87921,0.99544,0.99408,0.99488,0.98157,0.75521,0.74876,0.70067,0.67981,0.23656,0.88007,0.15847,0.82364,0.000181511,0.000181511,0.000181511
239,12588.1,0.3226,0.96656,0.21439,0.87259,0.99902,0.9922,0.99491,0.98357,0.76708,0.76152,0.71227,0.68851,0.22391,0.85685,0.15593,0.81886,0.000178762,0.000178762,0.000178762
240,12638.5,0.31977,0.94853,0.21384,0.87353,0.99802,0.99192,0.99492,0.98402,0.75672,0.75192,0.70318,0.6834,0.22375,0.84899,0.15484,0.81813,0.000176013,0.000176013,0.000176013
241,12688.1,0.31915,0.99297,0.21256,0.87118,0.99876,0.99128,0.99491,0.9841,0.7596,0.7545,0.70611,0.68568,0.23016,0.84844,0.15839,0.82106,0.000173264,0.000173264,0.000173264
242,12737.7,0.31603,0.95334,0.20999,0.87042,0.99625,0.99112,0.99484,0.98461,0.75726,0.75308,0.70782,0.68803,0.22454,0.83992,0.1572,0.81822,0.000170515,0.000170515,0.000170515
243,12790.3,0.32063,0.97016,0.21972,0.87527,0.99773,0.99306,0.99489,0.98391,0.75617,0.75224,0.70525,0.68765,0.22003,0.82106,0.15544,0.8159,0.000167766,0.000167766,0.000167766
244,12843,0.31558,0.95098,0.21307,0.87027,0.99771,0.9959,0.99494,0.98458,0.75645,0.75294,0.70411,0.68627,0.22079,0.80958,0.15399,0.8158,0.000165017,0.000165017,0.000165017
245,12895.9,0.31537,0.96842,0.21185,0.86536,0.99569,0.99535,0.99496,0.9838,0.7611,0.75598,0.7095,0.6872,0.22661,0.80761,0.15587,0.81761,0.000162268,0.000162268,0.000162268
246,12945.5,0.31958,0.9692,0.21067,0.87448,0.99789,0.99275,0.99491,0.98266,0.75837,0.75654,0.70887,0.68751,0.22518,0.81282,0.15697,0.81718,0.00015952,0.00015952,0.00015952
247,12995.2,0.31784,0.94574,0.21436,0.8757,0.99645,0.9904,0.99483,0.98213,0.76043,0.75265,0.70885,0.68937,0.2283,0.84148,0.15853,0.81816,0.000156771,0.000156771,0.000156771
248,13044.9,0.3114,0.94825,0.20955,0.86877,0.99806,0.9901,0.99489,0.9824,0.75989,0.75278,0.70956,0.69013,0.22809,0.83341,0.15601,0.81828,0.000154022,0.000154022,0.000154022
249,13095.7,0.32144,0.95175,0.21536,0.87479,0.99407,0.99714,0.99494,0.9843,0.76095,0.75478,0.70505,0.68296,0.22544,0.82662,0.15447,0.81777,0.000151273,0.000151273,0.000151273
250,13147.3,0.3162,0.9445,0.21011,0.87701,0.99729,0.99667,0.99497,0.98543,0.75663,0.75666,0.71034,0.69214,0.2206,0.82186,0.15268,0.8159,0.000148524,0.000148524,0.000148524
251,13198.9,0.31987,0.94093,0.2142,0.87458,0.99626,0.99629,0.99496,0.98396,0.75661,0.75693,0.71095,0.6917,0.2212,0.83802,0.15407,0.81562,0.000145775,0.000145775,0.000145775
252,13249.7,0.31804,0.96637,0.21186,0.87094,0.99763,0.99675,0.99499,0.98412,0.75487,0.75486,0.70736,0.68792,0.22151,0.82666,0.15432,0.816,0.000143026,0.000143026,0.000143026
253,13298.7,0.31544,0.95647,0.20788,0.87257,0.99842,0.99676,0.99499,0.9822,0.75813,0.75727,0.70799,0.68978,0.22099,0.81725,0.1521,0.81493,0.000140277,0.000140277,0.000140277
254,13349.8,0.31238,0.93636,0.20904,0.8693,0.99817,0.99635,0.99495,0.98393,0.75824,0.75762,0.71106,0.69038,0.21507,0.82553,0.15104,0.81254,0.000137528,0.000137528,0.000137528
255,13399.2,0.31548,0.96645,0.20927,0.87079,0.99803,0.99666,0.99496,0.98333,0.75753,0.75691,0.70728,0.6873,0.22427,0.85381,0.15322,0.81638,0.000134779,0.000134779,0.000134779
