epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,5865.49,0.35022,1.04074,0.248,0.85869,0.99698,0.99313,0.99469,0.96976,0.72846,0.72629,0.68369,0.65098,0.26349,1.00538,0.17727,0.81516,6.35724e-05,6.35724e-05,6.35724e-05
127,5913.4,0.35526,1.04443,0.25284,0.86338,0.99713,0.99295,0.99455,0.97096,0.72323,0.72099,0.67685,0.64804,0.25337,0.98179,0.17874,0.81316,5.93331e-05,5.93331e-05,5.93331e-05
128,5962.18,0.35221,1.06038,0.25163,0.86627,0.99771,0.99285,0.99478,0.97021,0.72545,0.72098,0.67746,0.64869,0.26547,0.99044,0.17814,0.81492,5.52522e-05,5.52522e-05,5.52522e-05
129,6010.31,0.3542,1.05982,0.24684,0.86549,0.99762,0.99291,0.99471,0.97247,0.72666,0.72289,0.68005,0.65561,0.25,0.97947,0.17378,0.81189,5.13317e-05,5.13317e-05,5.13317e-05
130,6056.05,0.35473,1.07123,0.2511,0.86567,0.9969,0.99318,0.99474,0.97151,0.72424,0.72144,0.67695,0.64924,0.26555,0.98082,0.17721,0.81498,4.75731e-05,4.75731e-05,4.75731e-05
131,6101.74,0.35201,1.07166,0.25104,0.86788,0.9967,0.99262,0.99469,0.97185,0.72655,0.72185,0.67642,0.64995,0.25376,0.98444,0.1748,0.81191,4.39782e-05,4.39782e-05,4.39782e-05
132,6148.12,0.35231,1.04167,0.24741,0.86603,0.99717,0.99398,0.99476,0.97099,0.72193,0.71954,0.67495,0.64844,0.25704,0.9985,0.17462,0.81296,4.05486e-05,4.05486e-05,4.05486e-05
133,6196.57,0.35717,1.04672,0.25026,0.8671,0.99714,0.99401,0.99476,0.97172,0.72507,0.72254,0.67917,0.65249,0.25666,0.99994,0.17426,0.81251,3.72856e-05,3.72856e-05,3.72856e-05
134,6247.27,0.35062,1.05589,0.2459,0.86686,0.99721,0.99408,0.99474,0.97222,0.72722,0.72463,0.67638,0.64984,0.25559,0.97926,0.174,0.81296,3.41908e-05,3.41908e-05,3.41908e-05
135,6297,0.35261,1.05091,0.24184,0.87577,0.99734,0.99367,0.99472,0.97162,0.72895,0.72603,0.67806,0.65219,0.2563,0.97399,0.17397,0.81323,3.12656e-05,3.12656e-05,3.12656e-05
136,6344.6,0.35279,1.04526,0.24477,0.8695,0.99752,0.99368,0.99471,0.97232,0.7255,0.72255,0.67612,0.65166,0.25436,0.97366,0.17438,0.81269,2.85111e-05,2.85111e-05,2.85111e-05
137,6390.58,0.3508,1.04897,0.24103,0.8679,0.99733,0.99324,0.99475,0.97225,0.72814,0.72493,0.68031,0.65403,0.25683,0.9844,0.17424,0.81265,2.59287e-05,2.59287e-05,2.59287e-05
138,6435.89,0.35052,1.05053,0.25016,0.86689,0.99712,0.99337,0.99473,0.97282,0.72704,0.72402,0.67744,0.6517,0.25145,0.9762,0.17156,0.81122,2.35194e-05,2.35194e-05,2.35194e-05
139,6482.41,0.35089,1.04901,0.24494,0.86536,0.9964,0.99335,0.99472,0.97239,0.72739,0.72494,0.67728,0.64925,0.25381,0.97454,0.17131,0.81181,2.12843e-05,2.12843e-05,2.12843e-05
140,6528.99,0.35439,1.05673,0.24559,0.87012,0.99614,0.99382,0.99466,0.97124,0.72775,0.72589,0.67768,0.64985,0.2531,0.97635,0.17134,0.81115,1.92243e-05,1.92243e-05,1.92243e-05
141,6580.36,0.2982,0.97419,0.2155,0.83967,0.99675,0.99342,0.99439,0.97184,0.72901,0.72607,0.67661,0.64893,0.25236,0.98382,0.1737,0.81186,1.73405e-05,1.73405e-05,1.73405e-05
142,6622.83,0.28898,0.95795,0.20635,0.8358,0.99749,0.99359,0.99452,0.97141,0.72531,0.72325,0.67945,0.65125,0.2553,0.99324,0.17402,0.81266,1.56336e-05,1.56336e-05,1.56336e-05
143,6664.72,0.28766,0.95877,0.20513,0.83553,0.99744,0.99326,0.99446,0.97191,0.72607,0.72203,0.6787,0.65127,0.25759,0.99409,0.17307,0.81268,1.41043e-05,1.41043e-05,1.41043e-05
144,6706.72,0.29131,0.9892,0.22474,0.84383,0.99724,0.99175,0.99457,0.97171,0.73165,0.72574,0.67847,0.65058,0.25542,0.9878,0.1726,0.81219,1.27534e-05,1.27534e-05,1.27534e-05
145,6748.42,0.29321,0.98418,0.21158,0.83729,0.99722,0.99327,0.99448,0.97255,0.7269,0.72235,0.67478,0.64867,0.25317,0.97634,0.17294,0.81129,1.15814e-05,1.15814e-05,1.15814e-05
146,6790.31,0.29074,0.9697,0.21218,0.83937,0.99763,0.99287,0.9945,0.97228,0.72671,0.72371,0.67511,0.65001,0.25462,0.97793,0.17297,0.81225,1.05888e-05,1.05888e-05,1.05888e-05
147,6833.71,0.29028,0.9695,0.22027,0.83985,0.99705,0.99258,0.99456,0.97232,0.72967,0.7271,0.67563,0.65089,0.25485,0.97731,0.17316,0.81231,9.77612e-06,9.77612e-06,9.77612e-06
148,6877.35,0.29315,0.98735,0.21512,0.84161,0.99752,0.99322,0.99451,0.97192,0.73071,0.72542,0.67939,0.64969,0.25439,0.98027,0.17205,0.81236,9.14365e-06,9.14365e-06,9.14365e-06
149,6920.25,0.29161,0.96036,0.2106,0.84026,0.99752,0.9919,0.99457,0.97127,0.72634,0.72323,0.67521,0.64802,0.25487,0.98068,0.17197,0.81226,8.69169e-06,8.69169e-06,8.69169e-06
150,6963.85,0.29312,0.97493,0.21987,0.8379,0.99652,0.9926,0.9945,0.97224,0.73206,0.72523,0.67763,0.65042,0.25731,0.97894,0.17361,0.81315,8.42043e-06,8.42043e-06,8.42043e-06
