epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.6605,2.40626,4.69938,2.02924,0.10368,0.29,0.11022,0.0469,2.2925,6.59743,3.11053,0.000545918,0.000545918,0.000545918
